IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.175.244.157,2052,80,FALSE,MAD,Europe,Madrid,192,0
34.175.133.251,2082,80,FALSE,MAD,Europe,Madrid,192,0
34.175.7.231,2082,80,FALSE,MAD,Europe,Madrid,192,0
34.175.95.58,2086,80,FALSE,MAD,Europe,Madrid,193,0
34.102.111.127,80,80,FALSE,LAX,North America,Los Angeles,193,0
34.175.95.58,2087,80,FALSE,MAD,Europe,Madrid,196,0
34.140.239.154,2096,80,FALSE,CDG,Europe,Paris,196,0
34.175.133.251,2053,80,FALSE,MAD,Europe,Madrid,196,0
34.140.239.154,2052,80,FALSE,CDG,Europe,Paris,196,0
34.175.99.73,2095,80,FALSE,MAD,Europe,Madrid,196,0
34.175.244.157,2096,80,FALSE,MAD,Europe,Madrid,196,0
34.175.161.245,2053,80,FALSE,MAD,Europe,Madrid,196,0
34.140.239.154,2083,80,FALSE,CDG,Europe,Paris,196,0
34.175.168.99,2083,80,FALSE,MAD,Europe,Madrid,197,0
34.140.239.154,2095,80,FALSE,CDG,Europe,Paris,197,0
34.175.133.251,2095,80,FALSE,MAD,Europe,Madrid,197,0
34.175.244.157,2082,80,FALSE,MAD,Europe,Madrid,197,0
34.175.99.73,2082,80,FALSE,MAD,Europe,Madrid,198,0
34.175.161.245,2086,80,FALSE,MAD,Europe,Madrid,198,0
34.147.101.117,2052,80,FALSE,AMS,Europe,Amsterdam,198,0
34.175.133.251,2083,80,FALSE,MAD,Europe,Madrid,198,0
34.147.101.117,2086,80,FALSE,AMS,Europe,Amsterdam,198,0
34.147.101.117,2087,80,FALSE,AMS,Europe,Amsterdam,198,0
34.175.161.245,2052,80,FALSE,MAD,Europe,Madrid,199,0
34.147.101.117,2053,80,FALSE,AMS,Europe,Amsterdam,199,0
34.141.248.249,2082,80,FALSE,AMS,Europe,Amsterdam,199,0
34.175.95.58,2096,80,FALSE,MAD,Europe,Madrid,199,0
34.147.101.117,2053,80,FALSE,AMS,Europe,Amsterdam,199,0
34.175.244.157,2087,80,FALSE,MAD,Europe,Madrid,199,0
34.175.161.245,2082,80,FALSE,MAD,Europe,Madrid,199,0
34.175.7.231,2052,80,FALSE,MAD,Europe,Madrid,200,0
34.147.101.117,2082,80,FALSE,AMS,Europe,Amsterdam,200,0
34.147.101.117,2086,80,FALSE,AMS,Europe,Amsterdam,200,0
34.147.101.117,2052,80,FALSE,AMS,Europe,Amsterdam,200,0
34.147.101.117,2083,80,FALSE,AMS,Europe,Amsterdam,200,0
34.141.221.33,2053,80,FALSE,AMS,Europe,Amsterdam,200,0
34.147.101.117,2083,80,FALSE,AMS,Europe,Amsterdam,200,0
34.141.248.249,2052,80,FALSE,AMS,Europe,Amsterdam,200,0
34.175.7.231,2053,80,FALSE,MAD,Europe,Madrid,201,0
34.147.101.117,2096,80,FALSE,AMS,Europe,Amsterdam,201,0
34.147.101.117,2095,80,FALSE,AMS,Europe,Amsterdam,201,0
34.141.221.33,2086,80,FALSE,AMS,Europe,Amsterdam,202,0
34.175.99.73,2052,80,FALSE,MAD,Europe,Madrid,203,0
34.175.133.251,2087,80,FALSE,MAD,Europe,Madrid,204,0
34.141.248.249,2053,80,FALSE,AMS,Europe,Amsterdam,205,0
35.188.87.85,80,8080,FALSE,ORD,North America,Chicago,205,0
34.170.14.227,8080,80,FALSE,ORD,North America,Chicago,206,0
34.67.45.105,443,443,TRUE,ORD,North America,Chicago,207,0
34.70.91.86,443,443,TRUE,ORD,North America,Chicago,208,0
35.232.39.116,80,80,FALSE,DFW,North America,Dallas,208,0
34.147.101.117,2087,80,FALSE,AMS,Europe,Amsterdam,208,0
34.147.101.117,2082,80,FALSE,AMS,Europe,Amsterdam,208,0
34.140.239.154,2086,80,FALSE,CDG,Europe,Paris,209,0
34.147.101.117,2095,80,FALSE,AMS,Europe,Amsterdam,209,0
34.140.239.154,2087,80,FALSE,CDG,Europe,Paris,209,0
34.141.248.249,2087,80,FALSE,AMS,Europe,Amsterdam,209,0
34.140.239.154,2082,80,FALSE,CDG,Europe,Paris,209,0
34.141.248.249,2083,80,FALSE,AMS,Europe,Amsterdam,210,0
34.141.221.33,2096,80,FALSE,AMS,Europe,Amsterdam,210,0
34.147.101.117,2096,80,FALSE,AMS,Europe,Amsterdam,210,0
34.147.82.194,2053,80,FALSE,AMS,Europe,Amsterdam,210,0
34.140.239.154,2053,80,FALSE,CDG,Europe,Paris,211,0
34.147.82.194,2053,80,FALSE,AMS,Europe,Amsterdam,211,0
34.141.221.33,2082,80,FALSE,AMS,Europe,Amsterdam,214,0
34.141.248.249,2096,80,FALSE,AMS,Europe,Amsterdam,219,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,222,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,223,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,223,0
34.141.221.33,2052,80,FALSE,AMS,Europe,Amsterdam,223,0
34.141.248.249,2086,80,FALSE,AMS,Europe,Amsterdam,224,0
34.74.105.17,80,8080,FALSE,ATL,North America,Atlanta,224,0
34.141.221.33,2095,80,FALSE,AMS,Europe,Amsterdam,229,0
35.196.217.7,80,80,FALSE,ATL,North America,Atlanta,231,0
34.141.221.33,2083,80,FALSE,AMS,Europe,Amsterdam,232,0
35.246.248.26,443,443,TRUE,FRA,Europe,Frankfurt,248,0
34.89.158.25,443,443,TRUE,FRA,Europe,Frankfurt,249,0
34.65.92.52,443,443,TRUE,FRA,Europe,Frankfurt,253,0
34.65.25.84,443,443,TRUE,FRA,Europe,Frankfurt,254,0
34.65.80.65,443,443,TRUE,FRA,Europe,Frankfurt,257,0
35.246.245.194,443,443,TRUE,FRA,Europe,Frankfurt,261,0
34.65.113.207,443,443,TRUE,FRA,Europe,Frankfurt,267,0
34.65.134.74,443,443,TRUE,FRA,Europe,Frankfurt,268,0
34.65.184.103,443,443,TRUE,FRA,Europe,Frankfurt,270,0
34.65.134.74,443,443,TRUE,FRA,Europe,Frankfurt,275,0
34.65.69.117,443,443,TRUE,FRA,Europe,Frankfurt,315,0
